汉字,拼音,英文释义,等级,词频,category
总之,zǒngzhī,总之,5,2,hsk5
组织,zǔzhī,组织,5,2,hsk5
保持,bǎochí,保持,5,2,hsk5
保存,bǎocún,保存,5,2,hsk5
保留,bǎoliú,保留,5,2,hsk5
表达,biǎodá,表达,5,2,hsk5
表明,biǎomíng,表明,5,2,hsk5
表情,biǎoqíng,表情,5,2,hsk5
彩虹,cǎihóng,彩虹,5,2,hsk5
倒霉,dǎoméi,倒霉,5,2,hsk5
等于,děngyú,等于,5,2,hsk5
躲藏,duǒcáng,躲藏,5,2,hsk5
耳环,ěrhuán,耳环,5,2,hsk5
反而,fǎnér,反而,5,2,hsk5
仿佛,fǎngfú,仿佛,5,2,hsk5
改革,gǎigé,改革,5,2,hsk5
果然,guǒrán,果然,5,2,hsk5
果实,guǒshí,果实,5,2,hsk5
火柴,huǒchái,火柴,5,2,hsk5
假如,jiǎrú,假如,5,2,hsk5
简直,jiǎnzhí,简直,5,2,hsk5
狡猾,jiǎohuá,狡猾,5,2,hsk5
紧急,jǐnjí,紧急,5,2,hsk5
朗读,lǎngdú,朗读,5,2,hsk5
老婆,lǎopó,老婆,5,2,hsk5
理由,lǐyóu,理由,5,2,hsk5
满足,mǎnzú,满足,5,2,hsk5
偶然,ǒurán,偶然,5,2,hsk5
请求,qǐngqiú,请求,5,2,hsk5
属于,shǔyú,属于,5,2,hsk5
显然,xiǎnrán,显然,5,2,hsk5
以及,yǐjí,以及,5,2,hsk5
以来,yǐlái,以来,5,2,hsk5
与其,yǔqí,与其,5,2,hsk5
整齐,zhěngqí,整齐,5,2,hsk5
主持,zhǔchí,主持,5,2,hsk5
主人,zhǔrén,主人,5,2,hsk5
主题,zhǔtí,主题,5,2,hsk5
主席,zhǔxí,主席,5,2,hsk5
总裁,zǒngcái,总裁,5,2,hsk5
组成,zǔchéng,组成,5,2,hsk5
组合,zǔhé,组合,5,2,hsk5
保险,bǎoxiǎn,保险,5,2,hsk5
本领,běnlǐng,本领,5,2,hsk5
彼此,bǐcǐ,彼此,5,2,hsk5
采访,cǎifǎng,采访,5,2,hsk5
采取,cǎiqǔ,采取,5,2,hsk5
产品,chǎnpǐn,产品,5,2,hsk5
处理,chǔlǐ,处理,5,2,hsk5
导演,dǎoyǎn,导演,5,2,hsk5
岛屿,dǎoyǔ,岛屿,5,2,hsk5
辅导,fǔdǎo,辅导,5,2,hsk5
赶紧,gǎnjǐn,赶紧,5,2,hsk5
感想,gǎnxiǎng,感想,5,2,hsk5
古典,gǔdiǎn,古典,5,2,hsk5
鼓舞,gǔwǔ,鼓舞,5,2,hsk5
鼓掌,gǔzhǎng,鼓掌,5,2,hsk5
广场,guǎngchǎng,广场,5,2,hsk5
缓解,huǎnjiě,缓解,5,2,hsk5
老板,lǎobǎn,老板,5,2,hsk5
老鼠,lǎoshǔ,老鼠,5,2,hsk5
了不起,liǎobùqǐ,了不起,5,2,hsk5
领导,lǐngdǎo,领导,5,2,hsk5
敏感,mǐngǎn,敏感,5,2,hsk5
手指,shǒuzhǐ,手指,5,2,hsk5
往返,wǎngfǎn,往返,5,2,hsk5
演讲,yǎnjiǎng,演讲,5,2,hsk5
展览,zhǎnlǎn,展览,5,2,hsk5
整体,zhěngtǐ,整体,5,2,hsk5
指导,zhǐdǎo,指导,5,2,hsk5
总理,zǒnglǐ,总理,5,2,hsk5
总统,zǒngtǒng,总统,5,2,hsk5
阻止,zǔzhǐ,阻止,5,2,hsk5
把握,bǎwò,把握,5,2,hsk5
宝贝,bǎobèi,宝贝,5,2,hsk5
宝贵,bǎoguì,宝贵,5,2,hsk5
本质,běnzhì,本质,5,2,hsk5
比例,bǐlì,比例,5,2,hsk5
表面,biǎomiàn,表面,5,2,hsk5
表现,biǎoxiàn,表现,5,2,hsk5
吵架,chǎojià,吵架,5,2,hsk5
宠物,chǒngwù,宠物,5,2,hsk5
此外,cǐwài,此外,5,2,hsk5
导致,dǎozhì,导致,5,2,hsk5
等待,děngdài,等待,5,2,hsk5
法院,fǎyuàn,法院,5,2,hsk5
反复,fǎnfù,反复,5,2,hsk5
反应,fǎnyìng,反应,5,2,hsk5
反映,fǎnyìng,反映,5,2,hsk5
反正,fǎnzhèng,反正,5,2,hsk5
讽刺,fěngcì,讽刺,5,2,hsk5
否定,fǒudìng,否定,5,2,hsk5
否认,fǒurèn,否认,5,2,hsk5
改进,gǎijìn,改进,5,2,hsk5
改善,gǎishàn,改善,5,2,hsk5
改正,gǎizhèng,改正,5,2,hsk5
赶快,gǎnkuài,赶快,5,2,hsk5
感受,gǎnshòu,感受,5,2,hsk5
古代,gǔdài,古代,5,2,hsk5
股票,gǔpiào,股票,5,2,hsk5
广大,guǎngdà,广大,5,2,hsk5
广泛,guǎngfàn,广泛,5,2,hsk5
伙伴,huǒbàn,伙伴,5,2,hsk5
假设,jiǎshè,假设,5,2,hsk5
简历,jiǎnlì,简历,5,2,hsk5
讲座,jiǎngzuò,讲座,5,2,hsk5
角度,jiǎodù,角度,5,2,hsk5
尽快,jǐnkuài,尽快,5,2,hsk5
尽量,jǐnliàng,尽量,5,2,hsk5
谨慎,jǐnshèn,谨慎,5,2,hsk5
可见,kějiàn,可见,5,2,hsk5
可靠,kěkào,可靠,5,2,hsk5
可怕,kěpà,可怕,5,2,hsk5
口味,kǒuwèi,口味,5,2,hsk5
冷淡,lěngdàn,冷淡,5,2,hsk5
理论,lǐlùn,理论,5,2,hsk5
领域,lǐngyù,领域,5,2,hsk5
美术,měishù,美术,5,2,hsk5
哪怕,nǎpà,哪怕,5,2,hsk5
女士,nǚshì,女士,5,2,hsk5
企业,qǐyè,企业,5,2,hsk5
巧妙,qiǎomiào,巧妙,5,2,hsk5
软件,ruǎnjiàn,软件,5,2,hsk5
闪电,shǎndiàn,闪电,5,2,hsk5
省略,shěnglüè,省略,5,2,hsk5
使劲儿,shǐjìnér,使劲儿,5,2,hsk5
手术,shǒushù,手术,5,2,hsk5
手套,shǒutào,手套,5,2,hsk5
手续,shǒuxù,手续,5,2,hsk5
坦率,tǎnshuài,坦率,5,2,hsk5
体会,tǐhuì,体会,5,2,hsk5
体现,tǐxiàn,体现,5,2,hsk5
体验,tǐyàn,体验,5,2,hsk5
挑战,tiǎozhàn,挑战,5,2,hsk5
土地,tǔdì,土地,5,2,hsk5
土豆,tǔdòu,土豆,5,2,hsk5
网络,wǎngluò,网络,5,2,hsk5
伟大,wěidà,伟大,5,2,hsk5
稳定,wěndìng,稳定,5,2,hsk5
武术,wǔshù,武术,5,2,hsk5
显示,xiǎnshì,显示,5,2,hsk5
享受,xiǎngshòu,享受,5,2,hsk5
想念,xiǎngniàn,想念,5,2,hsk5
想象,xiǎngxiàng,想象,5,2,hsk5
小麦,xiǎomài,小麦,5,2,hsk5
小气,xiǎoqì,小气,5,2,hsk5
写作,xiězuò,写作,5,2,hsk5
勇气,yǒngqì,勇气,5,2,hsk5
有利,yǒulì,有利,5,2,hsk5
语气,yǔqì,语气,5,2,hsk5
长辈,zhǎngbèi,长辈,5,2,hsk5
掌握,zhǎngwò,掌握,5,2,hsk5
诊断,zhěnduàn,诊断,5,2,hsk5
整个,zhěnggè,整个,5,2,hsk5
种类,zhǒnglèi,种类,5,2,hsk5
主动,zhǔdòng,主动,5,2,hsk5
主任,zhǔrèn,主任,5,2,hsk5
转变,zhuǎnbiàn,转变,5,2,hsk5
转告,zhuǎngào,转告,5,2,hsk5
总共,zǒnggòng,总共,5,2,hsk5
总算,zǒngsuàn,总算,5,2,hsk5
尺子,chǐzi,尺子,5,2,hsk5
打听,dǎtīng,打听,5,2,hsk5
点心,diǎnxīn,点心,5,2,hsk5
骨头,gǔtou,骨头,5,2,hsk5
管子,guǎnzi,管子,5,2,hsk5
讲究,jiǎngjiū,讲究,5,2,hsk5
老实,lǎoshí,老实,5,2,hsk5
姥姥,lǎolao,姥姥,5,2,hsk5
脑袋,nǎodài,脑袋,5,2,hsk5
嗓子,sǎngzi,嗓子,5,2,hsk5
舍不得,shěbùdé,舍不得,5,2,hsk5
尾巴,wěiba,尾巴,5,2,hsk5
委屈,wěiqū,委屈,5,2,hsk5
显得,xiǎnde,显得,5,2,hsk5
影子,yǐngzi,影子,5,2,hsk5
爱惜,àixī,爱惜,5,2,hsk5
爱心,àixīn,爱心,5,2,hsk5
不安,bùān,不安,5,2,hsk5
刺激,cìjī,刺激,5,2,hsk5
措施,cuòshī,措施,5,2,hsk5
地区,dìqū,地区,5,2,hsk5
对方,duìfāng,对方,5,2,hsk5
冠军,guànjūn,冠军,5,2,hsk5
过期,guòqī,过期,5,2,hsk5
健身,jiànshēn,健身,5,2,hsk5
据说,jùshuō,据说,5,2,hsk5
客观,kèguān,客观,5,2,hsk5
辣椒,làjiāo,辣椒,5,2,hsk5
乐观,lèguān,乐观,5,2,hsk5
利息,lìxī,利息,5,2,hsk5
列车,lièchē,列车,5,2,hsk5
录音,lùyīn,录音,5,2,hsk5
蜜蜂,mìfēng,蜜蜂,5,2,hsk5
面积,miànjī,面积,5,2,hsk5
陌生,mòshēng,陌生,5,2,hsk5
目标,mùbiāo,目标,5,2,hsk5
内科,nèikē,内科,5,2,hsk5
气氛,qìfēn,气氛,5,2,hsk5
热心,rèxīn,热心,5,2,hsk5
日期,rìqī,日期,5,2,hsk5
设施,shèshī,设施,5,2,hsk5
射击,shèjī,射击,5,2,hsk5
士兵,shìbīng,士兵,5,2,hsk5
事先,shìxiān,事先,5,2,hsk5
受伤,shòushāng,受伤,5,2,hsk5
似乎,sìhū,似乎,5,2,hsk5
特殊,tèshū,特殊,5,2,hsk5
特征,tèzhēng,特征,5,2,hsk5
退休,tuìxiū,退休,5,2,hsk5
外公,wàigōng,外公,5,2,hsk5
外交,wàijiāo,外交,5,2,hsk5
万一,wànyī,万一,5,2,hsk5
象征,xiàngzhēng,象征,5,2,hsk5
幸亏,xìngkuī,幸亏,5,2,hsk5
印刷,yìnshuā,印刷,5,2,hsk5
用功,yònggōng,用功,5,2,hsk5
运输,yùnshū,运输,5,2,hsk5
再三,zàisān,再三,5,2,hsk5
战争,zhànzhēng,战争,5,2,hsk5
召开,zhàokāi,召开,5,2,hsk5
至今,zhìjīn,至今,5,2,hsk5
自私,zìsī,自私,5,2,hsk5
最初,zuìchū,最初,5,2,hsk5
必然,bìrán,必然,5,2,hsk5
病毒,bìngdú,病毒,5,2,hsk5
不然,bùrán,不然,5,2,hsk5
不如,bùrú,不如,5,2,hsk5
不足,bùzú,不足,5,2,hsk5
部门,bùmén,部门,5,2,hsk5
大型,dàxíng,大型,5,2,hsk5
到达,dàodá,到达,5,2,hsk5
道德,dàodé,道德,5,2,hsk5
电池,diànchí,电池,5,2,hsk5
电台,diàntái,电台,5,2,hsk5
范围,fànwéi,范围,5,2,hsk5
干活儿,gànhuóér,干活儿,5,2,hsk5
告别,gàobié,告别,5,2,hsk5
个别,gèbié,个别,5,2,hsk5
个人,gèrén,个人,5,2,hsk5
构成,gòuchéng,构成,5,2,hsk5
柜台,guìtái,柜台,5,2,hsk5
好奇,hàoqí,好奇,5,2,hsk5
化学,huàxué,化学,5,2,hsk5
话题,huàtí,话题,5,2,hsk5
价值,jiàzhí,价值,5,2,hsk5
键盘,jiànpán,键盘,5,2,hsk5
酱油,jiàngyóu,酱油,5,2,hsk5
教材,jiàocái,教材,5,2,hsk5
克服,kèfú,克服,5,2,hsk5
课程,kèchéng,课程,5,2,hsk5
空闲,kòngxián,空闲,5,2,hsk5
类型,lèixíng,类型,5,2,hsk5
立即,lìjí,立即,5,2,hsk5
论文,lùnwén,论文,5,2,hsk5
面临,miànlín,面临,5,2,hsk5
目前,mùqián,目前,5,2,hsk5
配合,pèihé,配合,5,2,hsk5
汽油,qìyóu,汽油,5,2,hsk5
日常,rìcháng,日常,5,2,hsk5
日程,rìchéng,日程,5,2,hsk5
善良,shànliáng,善良,5,2,hsk5
善于,shànyú,善于,5,2,hsk5
事实,shìshí,事实,5,2,hsk5
透明,tòumíng,透明,5,2,hsk5
未来,wèilái,未来,5,2,hsk5
位于,wèiyú,位于,5,2,hsk5
细节,xìjié,细节,5,2,hsk5
现实,xiànshí,现实,5,2,hsk5
象棋,xiàngqí,象棋,5,2,hsk5
业余,yèyú,业余,5,2,hsk5
用途,yòngtú,用途,5,2,hsk5
预防,yùfáng,预防,5,2,hsk5
在于,zàiyú,在于,5,2,hsk5
赞成,zànchéng,赞成,5,2,hsk5
造成,zàochéng,造成,5,2,hsk5
照常,zhàocháng,照常,5,2,hsk5
至于,zhìyú,至于,5,2,hsk5
治疗,zhìliáo,治疗,5,2,hsk5
祝福,zhùfú,祝福,5,2,hsk5
自从,zìcóng,自从,5,2,hsk5
自豪,zìháo,自豪,5,2,hsk5
自觉,zìjué,自觉,5,2,hsk5
自由,zìyóu,自由,5,2,hsk5
作为,zuòwéi,作为,5,2,hsk5
作文,zuòwén,作文,5,2,hsk5
办理,bànlǐ,办理,5,2,hsk5
傍晚,bàngwǎn,傍晚,5,2,hsk5
背景,bèijǐng,背景,5,2,hsk5
避免,bìmiǎn,避免,5,2,hsk5
彻底,chèdǐ,彻底,5,2,hsk5
翅膀,chìbǎng,翅膀,5,2,hsk5
促使,cùshǐ,促使,5,2,hsk5
代表,dàibiǎo,代表,5,2,hsk5
贷款,dàikuǎn,贷款,5,2,hsk5
道理,dàolǐ,道理,5,2,hsk5
地理,dìlǐ,地理,5,2,hsk5
地毯,dìtǎn,地毯,5,2,hsk5
对比,duìbǐ,对比,5,2,hsk5
对手,duìshǒu,对手,5,2,hsk5
妇女,fùnǚ,妇女,5,2,hsk5
过敏,guòmǐn,过敏,5,2,hsk5
后果,hòuguǒ,后果,5,2,hsk5
幻想,huànxiǎng,幻想,5,2,hsk5
或许,huòxǔ,或许,5,2,hsk5
驾驶,jiàshǐ,驾驶,5,2,hsk5
借口,jièkǒu,借口,5,2,hsk5
进口,jìnkǒu,进口,5,2,hsk5
具体,jùtǐ,具体,5,2,hsk5
刻苦,kèkǔ,刻苦,5,2,hsk5
录取,lùqǔ,录取,5,2,hsk5
冒险,màoxiǎn,冒险,5,2,hsk5
梦想,mèngxiǎng,梦想,5,2,hsk5
宁可,nìngkě,宁可,5,2,hsk5
破产,pòchǎn,破产,5,2,hsk5
色彩,sècǎi,色彩,5,2,hsk5
摄影,shèyǐng,摄影,5,2,hsk5
市场,shìchǎng,市场,5,2,hsk5
数码,shùmǎ,数码,5,2,hsk5
痛苦,tòngkǔ,痛苦,5,2,hsk5
胃口,wèikǒu,胃口,5,2,hsk5
握手,wòshǒu,握手,5,2,hsk5
物理,wùlǐ,物理,5,2,hsk5
系统,xìtǒng,系统,5,2,hsk5
下载,xiàzài,下载,5,2,hsk5
玉米,yùmǐ,玉米,5,2,hsk5
赞美,zànměi,赞美,5,2,hsk5
政府,zhèngfǔ,政府,5,2,hsk5
字母,zìmǔ,字母,5,2,hsk5
作品,zuòpǐn,作品,5,2,hsk5
爱护,àihù,爱护,5,2,hsk5
报到,bàodào,报到,5,2,hsk5
报道,bàodào,报道,5,2,hsk5
报告,bàogào,报告,5,2,hsk5
报社,bàoshè,报社,5,2,hsk5
抱怨,bàoyuàn,抱怨,5,2,hsk5
必要,bìyào,必要,5,2,hsk5
毕竟,bìjìng,毕竟,5,2,hsk5
辩论,biànlùn,辩论,5,2,hsk5
步骤,bùzhòu,步骤,5,2,hsk5
测验,cèyàn,测验,5,2,hsk5
创造,chuàngzào,创造,5,2,hsk5
次要,cìyào,次要,5,2,hsk5
促进,cùjìn,促进,5,2,hsk5
大厦,dàshà,大厦,5,2,hsk5
大象,dàxiàng,大象,5,2,hsk5
代替,dàitì,代替,5,2,hsk5
待遇,dàiyù,待遇,5,2,hsk5
地位,dìwèi,地位,5,2,hsk5
地震,dìzhèn,地震,5,2,hsk5
度过,dùguò,度过,5,2,hsk5
对待,duìdài,对待,5,2,hsk5
对象,duìxiàng,对象,5,2,hsk5
兑换,duìhuàn,兑换,5,2,hsk5
恶劣,èliè,恶劣,5,2,hsk5
废话,fèihuà,废话,5,2,hsk5
奋斗,fèndòu,奋斗,5,2,hsk5
复制,fùzhì,复制,5,2,hsk5
概括,gàikuò,概括,5,2,hsk5
概念,gàiniàn,概念,5,2,hsk5
个性,gèxìng,个性,5,2,hsk5
各自,gèzì,各自,5,2,hsk5
贡献,gòngxiàn,贡献,5,2,hsk5
固定,gùdìng,固定,5,2,hsk5
挂号,guàhào,挂号,5,2,hsk5
过分,guòfèn,过分,5,2,hsk5
好客,hàokè,好客,5,2,hsk5
后背,hòubèi,后背,5,2,hsk5
汇率,huìlǜ,汇率,5,2,hsk5
计算,jìsuàn,计算,5,2,hsk5
记录,jìlù,记录,5,2,hsk5
记忆,jìyì,记忆,5,2,hsk5
纪录,jìlù,纪录,5,2,hsk5
纪律,jìlǜ,纪律,5,2,hsk5
寂寞,jìmò,寂寞,5,2,hsk5
建立,jiànlì,建立,5,2,hsk5
建设,jiànshè,建设,5,2,hsk5
建筑,jiànzhù,建筑,5,2,hsk5
教练,jiàoliàn,教练,5,2,hsk5
纪念,jìniàn,纪念,5,2,hsk5
尽力,jìnlì,尽力,5,2,hsk5
进步,jìnbù,进步,5,2,hsk5
近代,jìndài,近代,5,2,hsk5
巨大,jùdà,巨大,5,2,hsk5
具备,jùbèi,具备,5,2,hsk5
看望,kànwàng,看望,5,2,hsk5
控制,kòngzhì,控制,5,2,hsk5
会计,kuàijì,会计,5,2,hsk5
扩大,kuòdà,扩大,5,2,hsk5
立刻,lìkè,立刻,5,2,hsk5
利润,lìrùn,利润,5,2,hsk5
利益,lìyì,利益,5,2,hsk5
利用,lìyòng,利用,5,2,hsk5
恋爱,liànài,恋爱,5,2,hsk5
陆地,lùdì,陆地,5,2,hsk5
陆续,lùxù,陆续,5,2,hsk5
落后,luòhòu,落后,5,2,hsk5
贸易,màoyì,贸易,5,2,hsk5
魅力,mèilì,魅力,5,2,hsk5
秘密,mìmì,秘密,5,2,hsk5
密切,mìqiè,密切,5,2,hsk5
面对,miànduì,面对,5,2,hsk5
命令,mìnglìng,命令,5,2,hsk5
命运,mìngyùn,命运,5,2,hsk5
目录,mùlù,目录,5,2,hsk5
内部,nèibù,内部,5,2,hsk5
盼望,pànwàng,盼望,5,2,hsk5
片面,piànmiàn,片面,5,2,hsk5
迫切,pòqiè,迫切,5,2,hsk5
破坏,pòhuài,破坏,5,2,hsk5
庆祝,qìngzhù,庆祝,5,2,hsk5
去世,qùshì,去世,5,2,hsk5
确定,quèdìng,确定,5,2,hsk5
确认,quèrèn,确认,5,2,hsk5
热爱,rèài,热爱,5,2,hsk5
热烈,rèliè,热烈,5,2,hsk5
日历,rìlì,日历,5,2,hsk5
上当,shàngdàng,上当,5,2,hsk5
设备,shèbèi,设备,5,2,hsk5
设计,shèjì,设计,5,2,hsk5
胜利,shènglì,胜利,5,2,hsk5
事物,shìwù,事物,5,2,hsk5
试卷,shìjuàn,试卷,5,2,hsk5
寿命,shòumìng,寿命,5,2,hsk5
数据,shùjù,数据,5,2,hsk5
宿舍,sùshè,宿舍,5,2,hsk5
特色,tèsè,特色,5,2,hsk5
退步,tuìbù,退步,5,2,hsk5
未必,wèibì,未必,5,2,hsk5
问候,wènhòu,问候,5,2,hsk5
卧室,wòshì,卧室,5,2,hsk5
物质,wùzhì,物质,5,2,hsk5
戏剧,xìjù,戏剧,5,2,hsk5
现代,xiàndài,现代,5,2,hsk5
现象,xiànxiàng,现象,5,2,hsk5
限制,xiànzhì,限制,5,2,hsk5
项链,xiàngliàn,项链,5,2,hsk5
项目,xiàngmù,项目,5,2,hsk5
孝顺,xiàoshùn,孝顺,5,2,hsk5
效率,xiàolǜ,效率,5,2,hsk5
信号,xìnhào,信号,5,2,hsk5
信任,xìnrèn,信任,5,2,hsk5
幸运,xìngyùn,幸运,5,2,hsk5
性质,xìngzhì,性质,5,2,hsk5
叙述,xùshù,叙述,5,2,hsk5
训练,xùnliàn,训练,5,2,hsk5
迅速,xùnsù,迅速,5,2,hsk5
宴会,yànhuì,宴会,5,2,hsk5
样式,yàngshì,样式,5,2,hsk5
要不,yàobù,要不,5,2,hsk5
业务,yèwù,业务,5,2,hsk5
义务,yìwù,义务,5,2,hsk5
议论,yìlùn,议论,5,2,hsk5
意外,yìwài,意外,5,2,hsk5
意义,yìyì,意义,5,2,hsk5
应用,yìngyòng,应用,5,2,hsk5
硬件,yìngjiàn,硬件,5,2,hsk5
预报,yùbào,预报,5,2,hsk5
预订,yùdìng,预订,5,2,hsk5
愿望,yuànwàng,愿望,5,2,hsk5
乐器,yuèqì,乐器,5,2,hsk5
运用,yùnyòng,运用,5,2,hsk5
账户,zhànghù,账户,5,2,hsk5
振动,zhèndòng,振动,5,2,hsk5
证件,zhèngjiàn,证件,5,2,hsk5
证据,zhèngjù,证据,5,2,hsk5
政治,zhèngzhì,政治,5,2,hsk5
制定,zhìdìng,制定,5,2,hsk5
制度,zhìdù,制度,5,2,hsk5
制造,zhìzào,制造,5,2,hsk5
制作,zhìzuò,制作,5,2,hsk5
秩序,zhìxù,秩序,5,2,hsk5
智慧,zhìhuì,智慧,5,2,hsk5
重大,zhòngdà,重大,5,2,hsk5
重量,zhòngliàng,重量,5,2,hsk5
注册,zhùcè,注册,5,2,hsk5
状况,zhuàngkuàng,状况,5,2,hsk5
状态,zhuàngtài,状态,5,2,hsk5
自动,zìdòng,自动,5,2,hsk5
自愿,zìyuàn,自愿,5,2,hsk5
字幕,zìmù,字幕,5,2,hsk5
被子,bèizi,被子,5,2,hsk5
大方,dàfāng,大方,5,2,hsk5
地道,dìdào,地道,5,2,hsk5
豆腐,dòufǔ,豆腐,5,2,hsk5
教训,jiàoxùn,教训,5,2,hsk5
戒指,jièzhǐ,戒指,5,2,hsk5
舅舅,jiùjiù,舅舅,5,2,hsk5
力量,lìliàng,力量,5,2,hsk5
秘书,mìshū,秘书,5,2,hsk5
木头,mùtou,木头,5,2,hsk5
佩服,pèifú,佩服,5,2,hsk5
日子,rìzi,日子,5,2,hsk5
扇子,shànzi,扇子,5,2,hsk5
似的,shìde,似的,5,2,hsk5
太太,tàitài,太太,5,2,hsk5
痛快,tòngkuài,痛快,5,2,hsk5
兔子,tùzi,兔子,5,2,hsk5
位置,wèizhì,位置,5,2,hsk5
应付,yìngfù,应付,5,2,hsk5
运气,yùnqì,运气,5,2,hsk5
在乎,zàihū,在乎,5,2,hsk5
冰激凌,bīngjīlíng,冰激凌,5,2,hsk5
工程师,gōngchéngshī,工程师,5,2,hsk5
青少年,qīngshàonián,青少年,5,2,hsk5
充电器,chōngdiànqì,充电器,5,2,hsk5
开幕式,kāimùshì,开幕式,5,2,hsk5
摩托车,mótuōchē,摩托车,5,2,hsk5
人民币,rénmínbì,人民币,5,2,hsk5
牛仔裤,niúzǎikù,牛仔裤,5,2,hsk5
无所谓,wúsuǒwèi,无所谓,5,2,hsk5
不见得,bújiànde,不见得,5,2,hsk5
不耐烦,bùnàifán,不耐烦,5,2,hsk5
国庆节,guóqìngjié,国庆节,5,2,hsk5
博物馆,bówùguǎn,博物馆,5,2,hsk5
不要紧,búyàojǐn,不要紧,5,2,hsk5
一辈子,yībèizi,一辈子,5,2,hsk5
打喷嚏,dǎpēntì,打喷嚏,5,2,hsk5
打交道,dǎjiāodào,打交道,5,2,hsk5
胆小鬼,dǎnxiǎoguǐ,胆小鬼,5,2,hsk5
老百姓,lǎobǎixìng,老百姓,5,2,hsk5
忍不住,rěnbúzhù,忍不住,5,2,hsk5
太极拳,tàijíquán,太极拳,5,2,hsk5
幼儿园,yòuéryuán,幼儿园,5,2,hsk5
不得了,bùdéle,不得了,5,2,hsk5
系领带,xìlǐngdài,系领带,5,2,hsk5
救护车,jiùhùchē,救护车,5,2,hsk5
麦克风,màikèfēng,麦克风,5,2,hsk5
夏令营,xiàlìngyíng,夏令营,5,2,hsk5
日用品,rìyòngpǐn,日用品,5,2,hsk5
志愿者,zhìyuànzhě,志愿者,5,2,hsk5
动画片,dònghuàpiàn,动画片,5,2,hsk5
俱乐部,jùlèbù,俱乐部,5,2,hsk5
看不起,kànbùqǐ,看不起,5,2,hsk5
怪不得,guàibùdé,怪不得,5,2,hsk5
名胜古迹,míngshènggǔjì,名胜古迹,5,2,hsk5
讨价还价,tǎojiàhuánjià,讨价还价,5,2,hsk5
挨,āi,挨,6,2,hsk6
扒,bā,扒,6,2,hsk6
疤,bā,疤,6,2,hsk6
掰,bāi,掰,6,2,hsk6
斑,bān,斑,6,2,hsk6
憋,biē,憋,6,2,hsk6
拨,bō,拨,6,2,hsk6
舱,cāng,舱,6,2,hsk6
搀,chān,搀,6,2,hsk6
搓,cuō,搓,6,2,hsk6
搭,dā,搭,6,2,hsk6
蹬,dēng,蹬,6,2,hsk6
叼,diāo,叼,6,2,hsk6
跌,diē,跌,6,2,hsk6
丁,dīng,丁,6,2,hsk6
盯,dīng,盯,6,2,hsk6
兜,dōu,兜,6,2,hsk6
端,duān,端,6,2,hsk6
番,fān,番,6,2,hsk6
搁,gē,搁,6,2,hsk6
割,gē,割,6,2,hsk6
嗨,hāi,嗨,6,2,hsk6
呵,hē,呵,6,2,hsk6
嘿,hēi,嘿,6,2,hsk6
哼,hēng,哼,6,2,hsk6
烘,hōng,烘,6,2,hsk6
荤,hūn,荤,6,2,hsk6
煎,jiān,煎,6,2,hsk6
皆,jiē,皆,6,2,hsk6
茎,jīng,茎,6,2,hsk6
磕,kē,磕,6,2,hsk6
坑,kēng,坑,6,2,hsk6
筐,kuāng,筐,6,2,hsk6
捞,lāo,捞,6,2,hsk6
溜,liū,溜,6,2,hsk6
眯,mī,眯,6,2,hsk6
捏,niē,捏,6,2,hsk6
趴,pā,趴,6,2,hsk6
劈,pī,劈,6,2,hsk6
坡,pō,坡,6,2,hsk6
泼,pō,泼,6,2,hsk6
颇,pǒ,颇,6,2,hsk6
扑,pū,扑,6,2,hsk6
掐,qiā,掐,6,2,hsk6
牵,qiān,牵,6,2,hsk6
捎,shāo,捎,6,2,hsk6
梢,shāo,梢,6,2,hsk6
艘,sōu,艘,6,2,hsk6
塌,tā,塌,6,2,hsk6
摊,tān,摊,6,2,hsk6
掏,tāo,掏,6,2,hsk6
秃,tū,秃,6,2,hsk6
窝,wō,窝,6,2,hsk6
溪,xī,溪,6,2,hsk6
腥,xīng,腥,6,2,hsk6
削,xuē,削,6,2,hsk6
扎,zhā,扎,6,2,hsk6
渣,zhā,渣,6,2,hsk6
枝,zhī,枝,6,2,hsk6
舟,zhōu,舟,6,2,hsk6
州,zhōu,州,6,2,hsk6
粥,zhōu,粥,6,2,hsk6
株,zhū,株,6,2,hsk6
砖,zhuān,砖,6,2,hsk6
熬,áo,熬,6,2,hsk6
甭,béng,甭,6,2,hsk6
馋,chán,馋,6,2,hsk6
乘,chéng,乘,6,2,hsk6
盛,shèng,盛,6,2,hsk6
橙,chéng,橙,6,2,hsk6
除,chú,除,6,2,hsk6
锤,chuí,锤,6,2,hsk6
丛,cóng,丛,6,2,hsk6
逢,féng,逢,6,2,hsk6
横,héng,横,6,2,hsk6
扛,káng,扛,6,2,hsk6
淋,lín,淋,6,2,hsk6
枚,méi,枚,6,2,hsk6
膜,mó,膜,6,2,hsk6
拧,níng,拧,6,2,hsk6
挪,nuó,挪,6,2,hsk6
瘸,qué,瘸,6,2,hsk6
揉,róu,揉,6,2,hsk6
啥,shá,啥,6,2,hsk6
拾,shí,拾,6,2,hsk6
铜,tóng,铜,6,2,hsk6
丸,wán,丸,6,2,hsk6
霞,xiá,霞,6,2,hsk6
弦,xián,弦,6,2,hsk6
嫌,xián,嫌,6,2,hsk6
砸,zá,砸,6,2,hsk6
贼,zéi,贼,6,2,hsk6
折,zhé,折,6,2,hsk6
扁,biǎn,扁,6,2,hsk6
